城市,时间,温度,体感温度,露水,潮湿,降雨,降雨概率,preciptype,下雪,下雪深度,windgust,风速,风向角度,海平面压力,云层,可见度,太阳辐射,solarenergy,uvindex,severerisk,天气现象,icon
shenzhen,2023-08-30T12:00:00,30.4,34.4,22.7,63.71,0,0,,0,0,20.2,23.5,5,1005,38.5,10,900,3.2,9,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-30T13:00:00,30.9,35.6,23.2,63.27,0,0,,0,0,18,23.3,10,1004,38.5,10,725,2.6,7,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-30T14:00:00,32,38.6,24.6,64.94,0,0,,0,0,28.8,8,351,1003.5,70.3,23.7,543,2,5,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-30T15:00:00,30.6,35.1,23.2,64.45,0,0,,0,0,18.4,22.3,352,1003,66.8,10,631,2.3,6,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-30T16:00:00,31.1,35.7,23.2,62.9,0,0,,0,0,20.9,20.5,344,1003,66.8,10,554,2,6,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-30T17:00:00,30,34.8,23.6,68.62,0,0,,0,0,28.8,11.2,9,1003.3,88.1,26.6,385,1.4,4,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-30T18:00:00,30,34.4,23.2,66.6,0,0,,0,0,25.9,17.3,4,1003.9,68.8,10,185,0.7,2,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-30T19:00:00,29.6,33.7,23.2,68.43,0,0,,0,0,25.2,16.3,3,1004,60.3,10,24,0.1,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-30T20:00:00,28.4,32.3,23.6,75.13,0,0,,0,0,28.8,4.8,360,1004.4,80,24.6,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-30T21:00:00,29.1,32.9,23.2,70.55,0,0,,0,0,28.1,18.2,3,1004.9,58.3,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-30T22:00:00,28.6,31.6,22.3,68.66,0,0,,0,0,28.1,21,3,1004.9,30,10,0,0,0,3,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-30T23:00:00,27.2,29.9,22.9,77.06,0,0,,0,0,28.8,8.4,9,1004.3,90,26.6,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-31T00:00:00,28.2,31,22.3,70.39,0,0,,0,0,29.9,23.3,9,1003.9,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-31T01:00:00,27.6,30.1,22.2,72.33,0,0,,0,0,31,18.6,8,1003.4,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-31T02:00:00,27.1,29.4,22.1,74.32,0,0,,0,0,28.8,8.2,10,1003.3,80,26.8,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-31T03:00:00,27.6,30,21.8,70.92,0,0,,0,0,32.8,17.9,3,1002.9,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-31T04:00:00,27.1,29.3,22.2,74.61,0,0,,0,0,32.8,19.3,359,1002.9,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-31T05:00:00,27.1,29.4,22.2,74.61,0,0,,0,0,28.8,10.7,1,1002.6,84.2,29,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-31T06:00:00,27.1,29.3,22.2,74.61,0,0,,0,0,32.8,16.9,3,1002.9,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-31T07:00:00,27.5,30,22.2,72.77,0,0,,0,0,31.3,17.5,8,1003,30,10,41,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-31T08:00:00,27.4,30,22.4,74.44,0,0,,0,0,28.8,11.1,2,1003.4,82.3,28.9,220,0.8,2,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-31T09:00:00,29.4,33.1,22.7,67.31,0,0,,0,0,29.2,20.3,360,1004,30,10,409,1.5,4,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-31T10:00:00,29.5,33.3,22.7,66.91,0,0,,0,0,25.2,17.6,13,1004.4,30,10,607,2.2,6,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-31T11:00:00,28.3,31.6,23,73.01,0,0,,0,0,25.2,8.1,360,1004,91.9,31,823,3,8,10,Overcast,cloudy
shenzhen,2023-08-31T12:00:00,30,34,22.7,64.9,0,0,,0,0,23.8,21.6,8,1003.9,39.4,10,853,3.1,9,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-31T13:00:00,30,34,22.7,64.9,0,0,,0,0,27.7,18.8,351,1003,39.4,10,831,3,8,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-31T14:00:00,31.1,36.9,24.2,66.82,0,0,,0,0,28.8,8.4,351,1002.4,91.9,26.6,646,2.3,6,10,Overcast,cloudy
shenzhen,2023-08-31T15:00:00,31,36.2,23.7,65.33,0,0,,0,0,29.2,16.5,344,1002,32,10,443,1.6,4,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-31T16:00:00,30.5,35.1,23.3,65.23,0,0,,0,0,26.6,16.1,338,1001.4,32,10,270,1,3,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-31T17:00:00,30.8,37.3,24.9,70.69,0,0,,0,0,28.8,4.3,6,1001.3,91.9,27.3,146,0.5,1,10,Overcast,cloudy
shenzhen,2023-08-31T18:00:00,30.9,36.1,23.6,65.09,0,0,,0,0,28.4,14.4,333,1001.9,60.3,10,53,0.2,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-31T19:00:00,28.6,34.4,25.5,83.28,0,0,,0,0,27.7,15.9,7,1002.5,65,7.2,6,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-31T20:00:00,27.8,32.5,25.3,86.68,0,0,,0,0,27.7,3.1,133,1002.8,91.9,11.9,0,0,0,10,Overcast,cloudy
shenzhen,2023-08-31T21:00:00,28.1,32.8,25.1,83.79,0,0,,0,0,29.2,7.2,340,1003,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-31T22:00:00,28.5,32.2,23.3,73.39,0,0,,0,0,30.6,18.4,343,1003,40.6,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-31T23:00:00,28.1,31.7,23.4,75.86,0,0,,0,0,28.8,4.8,70,1003.3,91.9,29,0,0,0,10,Overcast,cloudy
shenzhen,2023-09-01T00:00:00,28.5,32.1,23.2,72.94,0,0,,0,0,34.6,19.7,349,1003,33.9,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-01T01:00:00,28.1,31.1,22.6,72.19,0,0,,0,0,34.9,18.8,345,1002.3,82.3,18.5,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-01T02:00:00,27.4,30.2,22.9,76.71,0.009,100,rain,0,0,28.8,8,350,1001.5,90,28.9,0,0,0,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-01T03:00:00,27.6,30.4,22.6,74.05,0,0,,0,0,35.3,20.3,335,1001.2,78.4,20.7,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-01T04:00:00,27.5,30,22.2,72.77,0,0,,0,0,34.9,23.6,336,1000.9,78.4,18.5,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-01T05:00:00,26.9,29.2,22.4,76.69,0,0,,0,0,28.8,4.8,343,1000.2,90,28.9,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-01T06:00:00,27.3,29.7,22.2,73.68,0,0,,0,0,38.2,20.4,335,1001,78.4,18.5,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-01T07:00:00,27.2,29.5,22.1,73.67,0,0,,0,0,42.8,19.2,331,1001.1,78.4,17.7,18,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-01T08:00:00,25.7,25.7,23.5,87.52,0.04,100,rain,0,0,32.4,5.2,217,1000.8,91.9,28,23,0.1,0,10,"Rain, Overcast",rain
shenzhen,2023-09-01T09:00:00,27.9,30.8,22.6,73.14,0,0,,0,0,48.2,23.9,336,1001.3,55.6,14.3,18,0.1,0,3,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-01T10:00:00,28,31.2,22.9,73.84,0,0,rain,0,0,53.6,24.2,336,1001.2,65,13.4,35,0.1,0,3,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-01T11:00:00,27.2,30,23.1,78.59,0,0,rain,0,0,32.6,15.2,349,1000.4,91.9,24.5,71,0.3,1,3,Overcast,cloudy
shenzhen,2023-09-01T12:00:00,28.9,32.6,22.9,69.84,0,0,,0,0,55.1,25.5,335,1000.3,41.5,15.1,47,0.2,0,3,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-01T13:00:00,28.9,32.5,23,70.55,0,0,rain,0,0,57.2,29.6,330,999.1,78.4,12.1,69,0.2,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-01T14:00:00,25.7,25.7,23.7,89.01,0.449,100,rain,0,0,32.6,15.7,351,997.1,84.2,18.7,73,0.3,1,3,"Rain, Partially cloudy",rain
shenzhen,2023-09-01T15:00:00,28,31.3,23.2,75.3,0,0,rain,0,0,68,31.6,326,997.2,41.5,10.4,48,0.2,0,3,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-01T16:00:00,27.3,30.1,23.2,78.45,0,0,rain,0,0,75.2,34.6,335,996.8,41.5,7.8,46,0.2,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-01T17:00:00,25.4,25.4,23.9,91.42,0.956,100,rain,0,0,32.9,13.5,349,994.4,91.9,13.3,24,0.1,0,3,"Rain, Overcast",rain
shenzhen,2023-09-01T18:00:00,26.2,26.2,23.8,86.57,0,0,rain,0,0,91.4,43.6,335,995.6,67.1,7.6,6,0,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-01T19:00:00,26,26,23.9,88.21,0,0,rain,0,0,79.2,48.7,335,995.1,57.6,8.1,1,0,0,10,Partially cloudy,wind
shenzhen,2023-09-01T20:00:00,24.9,24.9,24.2,95.82,7.42,100,rain,0,0,54.4,28.6,8,991.7,91.9,3.7,0,0,0,10,"Rain, Overcast",rain
shenzhen,2023-09-01T21:00:00,25.2,25.2,24,92.91,0,0,rain,0,0,93.6,54.8,348,992.6,67.1,3.5,0,0,0,10,Partially cloudy,wind
shenzhen,2023-09-01T22:00:00,25.2,25.2,24.1,93.62,0,0,rain,0,0,93.6,55.6,1,992,94.9,3.7,0,0,0,10,Overcast,wind
shenzhen,2023-09-01T23:00:00,25.4,25.4,24.6,95.29,4.159,100,rain,0,0,93.5,43.7,68,993.9,100,2.9,0,0,0,10,"Rain, Overcast",rain
shenzhen,2023-09-02T00:00:00,25.5,25.5,24.3,92.88,0,0,rain,0,0,100.8,60,44,992,95.7,4.9,0,0,0,10,Overcast,wind
shenzhen,2023-09-02T01:00:00,25.7,25.7,24.3,91.7,0,0,rain,0,0,104.4,52.7,58,993.8,95.7,6.2,0,0,0,10,Overcast,wind
shenzhen,2023-09-02T02:00:00,25.4,25.4,24.6,95.33,2.073,100,rain,0,0,68.7,29.6,71,996.2,100,4.3,0,0,0,10,"Rain, Overcast",rain
shenzhen,2023-09-02T03:00:00,25.8,25.8,24.2,91,0,0,rain,0,0,79.2,44.7,74,995.1,90.6,7,0,0,0,10,Overcast,cloudy
shenzhen,2023-09-02T04:00:00,26,26,24.2,89.86,0,0,rain,0,0,67.3,37.5,74,995.5,90.6,7.5,0,0,0,10,Overcast,cloudy
shenzhen,2023-09-02T05:00:00,25.4,25.4,24.7,95.75,0.122,100,rain,0,0,47.5,21.8,80,997.3,90,9,0,0,0,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-02T06:00:00,26.1,26.1,24.9,93.05,0,0,rain,0,0,61.9,32.4,74,996.9,90.6,8.1,0,0,0,10,Overcast,cloudy
shenzhen,2023-09-02T07:00:00,26.1,26.1,24.4,90.46,0,0,rain,0,0,59,37.5,74,997.8,90.6,6.8,10,0,0,10,Overcast,cloudy
shenzhen,2023-09-02T08:00:00,25.4,25.4,24.7,95.71,107.507,100,rain,0,0,68.8,15.9,89,999.5,91.9,14.9,80,0.3,1,10,"Rain, Overcast",rain
shenzhen,2023-09-02T09:00:00,26.1,26.1,24.8,92.81,0,0,rain,0,0,52.9,32,80,999.7,90.6,7.3,179,0.6,2,10,Overcast,cloudy
shenzhen,2023-09-02T10:00:00,26.2,26.2,24.9,92.58,0,0,,0,0,51.5,32,84,1000.2,90.6,6.6,333,1.2,3,10,Overcast,cloudy
shenzhen,2023-09-02T11:00:00,26.2,26.2,25.1,93.56,0.13,100,rain,0,0,47.1,18.3,89,1001.1,91.9,9.7,679,2.4,7,30,"Rain, Overcast",rain
shenzhen,2023-09-02T12:00:00,26.9,30.2,24.9,88.92,0,0,rain,0,0,46.1,30.3,84,1000.3,90.6,8.7,738,2.7,7,30,Overcast,cloudy
shenzhen,2023-09-02T13:00:00,27.1,30.8,25.1,88.84,0,0,rain,0,0,44.3,19.9,84,999.9,71.5,8.2,799,2.9,8,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-02T14:00:00,26.2,26.2,25.4,95.12,0.768,100,rain,0,0,43.2,11.5,90,1000.6,100,13.5,813,2.9,8,30,"Rain, Overcast",rain
shenzhen,2023-09-02T15:00:00,27.1,31,25.5,91.37,0,0,,0,0,44.3,21.6,95,999.9,68.8,9.1,557,2,6,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-02T16:00:00,27.6,31.8,24.8,84.26,0,0,,0,0,43.2,30.6,99,999.5,85.9,17.7,487,1.8,5,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-02T17:00:00,25.8,25.8,24.9,94.81,0,0,,0,0,39.6,11.9,90,1000,91.9,20.9,309,1.1,3,30,Overcast,cloudy
shenzhen,2023-09-02T18:00:00,27.8,31.7,24.3,81.31,0,0,,0,0,43.9,29.8,95,1000.1,78.4,15.5,120,0.4,1,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-02T19:00:00,27.6,31.5,24.3,81.92,0,0,,0,0,44.3,22.7,99,1000.6,82.3,14.3,14,0.1,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-02T20:00:00,26.6,26.6,24.9,90.13,0.005,100,rain,0,0,36,14.2,101,1001.6,90,18.8,0,0,0,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-02T21:00:00,27.5,31.4,24.6,84.03,0,0,,0,0,43.9,23.3,99,1002,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-02T22:00:00,27.4,31.6,25.1,86.94,0,0,,0,0,45,18.2,99,1002.9,68.8,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-02T23:00:00,26.6,26.6,25.1,91.3,0,0,,0,0,36,11.7,82,1003.2,91.9,12.8,0,0,0,10,Overcast,cloudy
shenzhen,2023-09-03T00:00:00,27.9,32.6,25.1,84.3,0,0,,0,0,45,19.7,90,1002.9,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-03T01:00:00,27.9,32.3,24.6,81.96,0,0,,0,0,41.4,15.2,91,1002,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-03T02:00:00,26.7,30,25.1,90.9,0.002,100,rain,0,0,36,11.5,90,1002.3,91.9,11.2,0,0,0,10,"Rain, Overcast",rain
shenzhen,2023-09-03T03:00:00,27.9,32.3,24.6,81.96,0,0,,0,0,29.5,19,75,1001.4,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-03T04:00:00,27.9,32.6,25.1,84.3,0,0,,0,0,32.8,16.5,61,1001,68.8,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-03T05:00:00,26.2,26.2,25.4,95.51,0.005,100,rain,0,0,36,7.7,116,1002,91.9,9,0,0,0,10,"Rain, Overcast",rain
shenzhen,2023-09-03T06:00:00,27.1,30.8,25.1,88.84,0,0,,0,0,31.7,15.8,74,1002,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-03T07:00:00,27.9,32.6,25.1,84.3,0,0,,0,0,24.5,16.5,74,1002,50,10,36,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-03T08:00:00,27.6,32.5,25.9,90.27,34.788,100,rain,0,0,32.4,10.5,107,1002.9,91.9,8.7,223,0.8,2,10,"Rain, Overcast",rain
shenzhen,2023-09-03T09:00:00,29.3,34.7,24.7,76.56,0,0,,0,0,19.8,16.3,88,1002.6,40.6,10,435,1.6,4,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-03T10:00:00,30.8,37.2,24.7,69.95,0,0,,0,0,18,18.2,90,1002.5,40.6,10,645,2.3,6,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-03T11:00:00,31.4,39.3,25.7,71.57,0.001,100,rain,0,0,25.2,11.3,73,1002.2,91.9,19,818,2.9,8,10,"Rain, Overcast",rain
shenzhen,2023-09-03T12:00:00,31.7,38.5,24.7,66.46,0,0,rain,0,0,14.4,10.7,88,1001.5,38.5,10,876,3.2,9,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-03T13:00:00,31.3,37.9,24.8,68.45,0,0,,0,0,11.5,13.5,167,1001,58.3,10,866,3.1,9,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-03T14:00:00,33.2,41.7,25.6,64.47,0,0,rain,0,0,25.2,11.1,73,1000.8,90,28.9,750,2.7,8,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-03T15:00:00,31.7,38.5,24.8,66.81,0,0,rain,0,0,9,14.2,177,1000.5,30,10,524,1.9,5,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-03T16:00:00,31.7,37.8,24.2,64.73,0,0,,0,0,7.9,7.2,216,1000,39.4,10,575,2.1,6,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-03T17:00:00,32.1,38.3,24.2,63.33,0,0,,0,0,25.2,4.1,134,999.9,80.3,31.1,404,1.5,4,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-03T18:00:00,30.4,35.9,24.2,69.8,0,0,,0,0,8.6,11.5,310,1000,58.3,10,167,0.6,2,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-03T19:00:00,29.8,35.1,24.2,72.14,0,0,rain,0,0,9.7,9.9,248,1000.4,39.4,9.1,18,0.1,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-03T20:00:00,28.4,33.6,25,81.92,0,0,,0,0,25.2,0.3,183,1000.9,82.3,33.2,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-03T21:00:00,29.4,34.4,24.2,73.94,0,0,,0,0,3.6,4.6,230,1002,30,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-03T22:00:00,28.9,34,24.5,77.06,0,0,,0,0,7.2,7.9,257,1002,30,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-03T23:00:00,26.7,30,25,90.65,0,0,,0,0,25.2,0.8,310,1002.6,81.9,31.1,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-04T00:00:00,28.1,32.5,24.6,81.69,0,0,,0,0,8.3,6.5,224,1002.4,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-04T01:00:00,28.5,33.7,25.1,81.96,0,0,,0,0,10.1,6.2,255,1002.4,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-04T02:00:00,26.5,26.5,25.3,93.03,0,0,,0,0,18,0.3,306,1002.1,88.1,23.6,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-04T03:00:00,28.5,33.7,25.1,81.96,0,0,,0,0,11.9,3,321,1002,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-04T04:00:00,28.1,33.2,25.5,86.17,0,0,,0,0,11.5,6.2,301,1001.4,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-04T05:00:00,26.3,26.3,25.3,94.39,0,0,,0,0,14.4,0.9,301,1001.6,76.1,31.1,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-04T06:00:00,27.6,31.9,25.1,86.36,0,0,,0,0,8.6,6.7,272,1001.9,30,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-04T07:00:00,28.1,33.7,26.1,88.92,0,0,,0,0,14.4,8.5,290,1002,30,10,37,0.1,0,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-04T08:00:00,29.3,35,24.9,77.35,0,0,,0,0,7.2,7,320,1002,90,18.1,191,0.7,2,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-04T09:00:00,30.2,37.8,26.1,78.74,0,0,,0,0,18.4,14,325,1002.4,30,10,416,1.5,4,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-04T10:00:00,31.1,38.1,25.2,70.74,0,0,,0,0,17.6,13.1,347,1003,30,10,613,2.2,6,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-04T11:00:00,32.3,39.8,25.2,66.33,0,0,,0,0,14.4,10.7,19,1003.1,90,19.3,806,2.9,8,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-04T12:00:00,32,38.2,24.3,63.71,0,0,,0,0,17.3,13.8,349,1003,30,10,672,2.4,7,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-04T13:00:00,32.4,39.6,24.8,64.36,0,0,,0,0,18.4,15.2,320,1002,30,9.9,469,1.7,5,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-04T14:00:00,35.4,44.9,25.7,57.34,0,0,,0,0,14.4,7.5,322,1001.1,82.3,13.6,577,2.1,6,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-04T15:00:00,32.9,41,25.3,64.25,0,0,,0,0,15.8,14.8,303,1001,30,10,396,1.4,4,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-04T16:00:00,32.6,41.1,25.8,67.46,0,0,,0,0,16.6,14.8,295,1000.5,30,10,288,1,3,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-04T17:00:00,33.6,43.1,26.1,64.89,0,0,,0,0,18,7.6,216,1000.4,90,21.2,225,0.8,2,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-04T18:00:00,32.6,40.3,25.2,65.2,0,0,,0,0,12.6,11.2,317,1001,30,10,129,0.5,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-04T19:00:00,31.5,39.2,25.5,70.75,0,0,,0,0,16.9,12.9,323,1001,30,10,4,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-04T20:00:00,30.2,36.8,25.3,75.05,0.027,100,rain,0,0,46.8,1,360,1001.7,88.1,20.7,0,0,0,30,"Rain, Partially cloudy",rain
shenzhen,2023-09-04T21:00:00,29.9,37.3,26.1,80.01,0,0,,0,0,10.4,19.6,67,1002.4,48,7.9,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-04T22:00:00,30,36.9,25.6,77.48,0,0,,0,0,9.4,5.5,360,1003,48,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-04T23:00:00,27.5,32.3,25.8,90.51,0.095,100,rain,0,0,46.8,3.6,201,1003.1,90,16,0,0,0,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-05T00:00:00,29.5,35.5,25.1,77.21,0,0,,0,0,9.4,6.6,313,1003,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-05T01:00:00,29.5,34.7,24.3,73.63,0,0,,0,0,3.6,6.1,15,1003,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-05T02:00:00,26.8,30.5,25.5,92.4,0.062,100,rain,0,0,46.8,0.7,209,1002.3,90,21.3,0,0,0,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-05T03:00:00,29.1,34.1,24.5,76.4,0,0,,0,0,8.6,10,293,1002,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-05T04:00:00,29.1,33.2,23.5,71.95,0,0,,0,0,14.4,13.8,307,1002,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-05T05:00:00,26.7,30.2,25.5,92.75,0,0,,0,0,46.8,1,263,1002.3,91.9,23,0,0,0,10,Overcast,cloudy
shenzhen,2023-09-05T06:00:00,28.6,32.2,23.1,72.06,0,0,,0,0,20.2,15.9,328,1002.4,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-05T07:00:00,28.5,32.3,23.5,74.38,0,0,,0,0,23.4,17.8,318,1003,30,10,35,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T08:00:00,27.5,31.7,25.1,87.03,0.378,100,rain,0,0,25.2,1.4,344,1003.5,80,24.2,70,0.3,1,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-05T09:00:00,29.2,33.4,23.5,71.71,0,0,,0,0,17.3,19,329,1004,30,10,347,1.2,3,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T10:00:00,30.3,35.1,23.6,67.72,0,0,,0,0,19.4,21.3,330,1004.4,30,10,653,2.4,7,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T11:00:00,29.9,35.1,24.1,71.13,0,0,,0,0,21.6,4.7,326,1004.4,88.1,24.1,770,2.8,8,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T12:00:00,30.7,35.5,23.4,64.91,0,0,,0,0,20.9,21.1,329,1004.4,78.4,10.9,842,3,8,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T13:00:00,31.2,36.3,23.5,63.65,0,0,rain,0,0,20.2,16.3,327,1003.6,78.4,12.6,543,2,5,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T14:00:00,31.1,36.7,24.1,66.5,0.004,100,rain,0,0,21.6,7.9,335,1003,84.2,22.1,97,0.3,1,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-05T15:00:00,31.7,36.9,23.4,61.46,0,0,,0,0,16.2,18,346,1002.6,55.6,12.1,138,0.5,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T16:00:00,31.6,37,23.6,62.6,0,0,,0,0,13,19.4,340,1003.2,55.6,12.1,50,0.2,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T17:00:00,29.6,34.5,23.9,71.5,0,0,,0,0,21.6,7.8,350,1003,90,24.1,40,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T18:00:00,31.1,35.8,23.2,63.12,0,0,,0,0,8.6,19.5,352,1003,46.1,10,16,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T19:00:00,30.3,34.8,23.3,66.11,0,0,,0,0,7.2,12.5,339,1003.4,78.4,14.3,4,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-05T20:00:00,28,32.7,25,83.97,0,0,,0,0,21.6,1.1,319,1003.7,91.9,24.5,0,0,0,10,Overcast,cloudy
shenzhen,2023-09-05T21:00:00,30,34.4,23.3,67.02,0,0,,0,0,4.7,10.4,327,1004.5,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-05T22:00:00,28.4,31.9,23.2,73.47,0,0,,0,0,1.1,0.4,213.5,1005,92.3,24.1,0,0,0,10,Overcast,cloudy
